institution,city,region,sector,first,initials,last
UC San Diego,San Diego CA,California,Hum,timothy,francis,brady
UC San Diego,San Diego CA,California,Phys,james,g,branson
UC San Diego,San Diego CA,California,Hum,geoffrey,e,braswell
UC San Diego,San Diego CA,California,Eng-Ind,benjamin,hugh,bratton
UC San Diego,San Diego CA,California,Soc,suzanne,a,brenner
UC San Diego,San Diego CA,California,Bio,steven,paul,briggs
UC San Diego,San Diego CA,California,Soc,david,o,brink
UC San Diego,San Diego CA,California,Bio,david,henry,broide
UC San Diego,San Diego CA,California,Med,jason,p,bronner
UC San Diego,San Diego CA,California,Med,h,elizabeth,broome
UC San Diego,San Diego CA,California,Med,sharon,s,brouha
UC San Diego,San Diego CA,California,Med,derek,wilson,brown
UC San Diego,San Diego CA,California,Bio,joan,heller,brown
UC San Diego,San Diego CA,California,Med,justin,meredith,brown
UC San Diego,San Diego CA,California,Math,sheldon,glenn,brown
UC San Diego,San Diego CA,California,Med,sara,h,browne
UC San Diego,San Diego CA,California,Hist-Ped-Psi,christopher,jay,bryan
UC San Diego,San Diego CA,California,Med,monte,s,buchsbaum
UC San Diego,San Diego CA,California,Med,gary,t,buckholz
UC San Diego,San Diego CA,California,Math,alina,ioana,bucur
UC San Diego,San Diego CA,California,Bio,jack,d,bui
UC San Diego,San Diego CA,California,Med,jonathan,d,bui
UC San Diego,San Diego CA,California,Math,adam,j,burgasser
UC San Diego,San Diego CA,California,Chem,michael,d,burkart
UC San Diego,San Diego CA,California,Chem,leonid,victorovi,butov
UC San Diego,San Diego CA,California,Med,richard,b,buxton
UC San Diego,San Diego CA,California,Agr,graeme,m,bydder
UC San Diego,San Diego CA,California,Bio,edward,rafael,cachay
UC San Diego,San Diego CA,California,Hum,nancy,a,caciola
UC San Diego,San Diego CA,California,Med,conor, caffrey
UC San Diego,San Diego CA,California,Eng-Ind,shengqiang, cai
UC San Diego,San Diego CA,California,Chem,nigel,a,calcutt
UC San Diego,San Diego CA,California,Hum,craig,adam,callender
UC San Diego,San Diego CA,California,Hum,ivano, caponigro
UC San Diego,San Diego CA,California,Med,edmund,v,capparelli
UC San Diego,San Diego CA,California,Med,casey,a,carlos
UC San Diego,San Diego CA,California,Agr,richard,t,jr,carson
UC San Diego,San Diego CA,California,Bio,bob,s,carter
UC San Diego,San Diego CA,California,Soc,nancy,d,cartwright
UC San Diego,San Diego CA,California,Hist-Ped-Psi,leslie,j,carver
UC San Diego,San Diego CA,California,Med,giovanna, casola
UC San Diego,San Diego CA,California,Hum,steven,dennis,cassedy
UC San Diego,San Diego CA,California,Med,gert, cauwenberghs
UC San Diego,San Diego CA,California,Bio,arnoldas, ceponis
UC San Diego,San Diego CA,California,Hum,gloria,elizabeth,chacon
UC San Diego,San Diego CA,California,Bio,christina, chambers
UC San Diego,San Diego CA,California,Med,henry,g,chambers
UC San Diego,San Diego CA,California,Med,douglas,g,chang
UC San Diego,San Diego CA,California,Med,eric,yi,chang
UC San Diego,San Diego CA,California,Bio,geoffrey,a,chang
UC San Diego,San Diego CA,California,Bio,john,tzuyu,chang
UC San Diego,San Diego CA,California,Med,leon,chi,chang
UC San Diego,San Diego CA,California,Med,edward,c,chao
UC San Diego,San Diego CA,California,Soc,thandeka,k,chapman
UC San Diego,San Diego CA,California,Soc,kamalika, chaudhuri
UC San Diego,San Diego CA,California,Hist-Ped-Psi,harvey, checkoway
UC San Diego,San Diego CA,California,Med,chingrong, cheng
UC San Diego,San Diego CA,California,Math,litien, cheng
UC San Diego,San Diego CA,California,Med,david,a,cheresh
UC San Diego,San Diego CA,California,Med,rebecca,n,cherry
UC San Diego,San Diego CA,California,Med,naiwen, chi
UC San Diego,San Diego CA,California,Bio,neil,carson,chi
UC San Diego,San Diego CA,California,Med,george,j,chiang
UC San Diego,San Diego CA,California,Bio,andrea,a,chiba
UC San Diego,San Diego CA,California,Bio,shu, chien
UC San Diego,San Diego CA,California,Med,diana,jane,childers
UC San Diego,San Diego CA,California,Agr,homer,g,chin
UC San Diego,San Diego CA,California,Med,andrew,duncan,chisholm
UC San Diego,San Diego CA,California,Med,colby,elizabet,chlebowski
UC San Diego,San Diego CA,California,Med,charles,h,choe
UC San Diego,San Diego CA,California,Math,bennett, chow
UC San Diego,San Diego CA,California,Bio,karen,l,christman
UC San Diego,San Diego CA,California,Med,christine,b,chung
UC San Diego,San Diego CA,California,Bio,joseph,d,ciacci
UC San Diego,San Diego CA,California,Phys,bryan,m,clary
UC San Diego,San Diego CA,California,Med,brian,j,clay
UC San Diego,San Diego CA,California,Econ,jeffrey, clemens
UC San Diego,San Diego CA,California,Med,charles,stuart,coffey
UC San Diego,San Diego CA,California,Soc,alain,j j,cohen
UC San Diego,San Diego CA,California,Hum,jonathan,david,cohen
UC San Diego,San Diego CA,California,Med,philip,r,cohen
UC San Diego,San Diego CA,California,Hum,richard,s,cohen
UC San Diego,San Diego CA,California,Chem,seth,m,cohen
UC San Diego,San Diego CA,California,Phys,alison,l,coil
UC San Diego,San Diego CA,California,Chem,carlos,f,coimbra
UC San Diego,San Diego CA,California,Bio,raul, coimbra
UC San Diego,San Diego CA,California,Math,todd,prentice,coleman
UC San Diego,San Diego CA,California,Med,douglas,j,conrad
UC San Diego,San Diego CA,California,Geo,joel,p,conte
UC San Diego,San Diego CA,California,Phys,robert,e,phd,continetti
UC San Diego,San Diego CA,California,Soc,frances,e,contreras
UC San Diego,San Diego CA,California,Bio,kimberly,lynn,cooper
UC San Diego,San Diego CA,California,Math,jorge, cortes
UC San Diego,San Diego CA,California,Agr,bard,c,cosman
UC San Diego,San Diego CA,California,Bio,pamela,c,cosman
UC San Diego,San Diego CA,California,Med,caitlin,leigh,costello
UC San Diego,San Diego CA,California,Med,bruno,r,cotter
UC San Diego,San Diego CA,California,Math,garrison,w,cottrell
UC San Diego,San Diego CA,California,Bio,seana, coulson
UC San Diego,San Diego CA,California,Med,eric, courchesne
UC San Diego,San Diego CA,California,Soc,stephen,d,cox
UC San Diego,San Diego CA,California,Bio,vanessa,j,craig
UC San Diego,San Diego CA,California,Bio,john,ross,crawford
UC San Diego,San Diego CA,California,Bio,nigel,m,crawford
UC San Diego,San Diego CA,California,Hum,sarah,c,creel
UC San Diego,San Diego CA,California,Med,michael,h,criqui
UC San Diego,San Diego CA,California,Med,brett,h,cronin
UC San Diego,San Diego CA,California,Med,daniel,r,crouch
UC San Diego,San Diego CA,California,Hist-Ped-Psi,janet,k,crow
UC San Diego,San Diego CA,California,Med,sheila,e,crowe
UC San Diego,San Diego CA,California,Phys,john,e,crowell
UC San Diego,San Diego CA,California,Chem,dinna,n,cruz
UC San Diego,San Diego CA,California,Hist-Ped-Psi,thomas,j,csordas
UC San Diego,San Diego CA,California,Phys,ertugrul, cubukcu
UC San Diego,San Diego CA,California,Med,robyn,a,cunard
UC San Diego,San Diego CA,California,Bio,peter,t,curtin
UC San Diego,San Diego CA,California,Math,gordon,boyack,dahl
UC San Diego,San Diego CA,California,Bio,anders,m,dale
UC San Diego,San Diego CA,California,Soc,alan,james,jr,daly
UC San Diego,San Diego CA,California,Med,charles,e,daniels
UC San Diego,San Diego CA,California,Soc,sanjoy, dasgupta
UC San Diego,San Diego CA,California,Soc,amanda, datnow
UC San Diego,San Diego CA,California,Med,brian, datnow
UC San Diego,San Diego CA,California,Bio,michael, david
UC San Diego,San Diego CA,California,Chem,shadi,ahmad,dayeh
UC San Diego,San Diego CA,California,Math,gedeon,o,deak
UC San Diego,San Diego CA,California,Med,pamela,w,deak
UC San Diego,San Diego CA,California,Math,raymond,a,de callafon
UC San Diego,San Diego CA,California,Med,adam,s,deconde
UC San Diego,San Diego CA,California,Med,patrick,a,delaney
UC San Diego,San Diego CA,California,Med,marie,l,dell aquila
UC San Diego,San Diego CA,California,Bio,anthony,n,demaria
UC San Diego,San Diego CA,California,Med,ithaar,h,derweesh
UC San Diego,San Diego CA,California,Hist-Ped-Psi,virginia, de sa
UC San Diego,San Diego CA,California,Math,alin,bernard,deutsch
UC San Diego,San Diego CA,California,Phys,neal,krishna,devaraj
UC San Diego,San Diego CA,California,Math,sujit, dey
UC San Diego,San Diego CA,California,Phys,patrick,h,diamond
UC San Diego,San Diego CA,California,Bio,wolfgang,heinric,dillmann
UC San Diego,San Diego CA,California,Med,anna, di nardo
UC San Diego,San Diego CA,California,Phys,massimiliano, di ventra
UC San Diego,San Diego CA,California,Bio,jack,e,dixon
UC San Diego,San Diego CA,California,Bio,marek,krzysztof,dobke
UC San Diego,San Diego CA,California,Math,karen,r,dobkins
UC San Diego,San Diego CA,California,Med,michael,james,docherty
UC San Diego,San Diego CA,California,Med,magdalene,a,md.,dohil
UC San Diego,San Diego CA,California,Soc,ricardo,rene,dominguez
UC San Diego,San Diego CA,California,Soc,fernando, dominguez rubio
UC San Diego,San Diego CA,California,Med,gerald,d,doppelt
UC San Diego,San Diego CA,California,Hum,kirstie,a,dorr
UC San Diego,San Diego CA,California,Med,pieter,c,dorrestein
UC San Diego,San Diego CA,California,Med,stephen,martin,dorros
UC San Diego,San Diego CA,California,Med,ami,praful,doshi
UC San Diego,San Diego CA,California,Med,jay,j,doucet
UC San Diego,San Diego CA,California,Med,irena, dragojevic
UC San Diego,San Diego CA,California,Hum,mark, dresser
UC San Diego,San Diego CA,California,Soc,jesse,russell,driscoll
UC San Diego,San Diego CA,California,Phys,bruce,k,driver
UC San Diego,San Diego CA,California,Med,john,c,drummond
UC San Diego,San Diego CA,California,Hum,page,ann,dubois
UC San Diego,San Diego CA,California,Bio,david,j,dubowitz
UC San Diego,San Diego CA,California,Chem,olga,k,dudko
UC San Diego,San Diego CA,California,Med,antoni,j,duleba
UC San Diego,San Diego CA,California,Bio,donald,l,durden
UC San Diego,San Diego CA,California,Bio,rachel,janelle,dutton
UC San Diego,San Diego CA,California,Med,amelia,star,eastman
UC San Diego,San Diego CA,California,Math,peter, ebenfelt
UC San Diego,San Diego CA,California,Med,lars, eckmann
UC San Diego,San Diego CA,California,Hum,robert,s,edelman
UC San Diego,San Diego CA,California,Med,steven,victor,edelman
UC San Diego,San Diego CA,California,Med,claire,ellen,edington
UC San Diego,San Diego CA,California,Med,eric,w,edmonds
UC San Diego,San Diego CA,California,Med,kyle,p,edmonds
UC San Diego,San Diego CA,California,Hum,anthony, edwards
UC San Diego,San Diego CA,California,Med,lawrence, eichenfield
UC San Diego,San Diego CA,California,Med,john,paul,einck
UC San Diego,San Diego CA,California,Bio,brian,p,eliceiri
UC San Diego,San Diego CA,California,Econ,graham, elliott
UC San Diego,San Diego CA,California,Chem,mark,h,ellisman
UC San Diego,San Diego CA,California,Med,jeffrey,l,elman
UC San Diego,San Diego CA,California,Econ,joseph,e,engelberg
UC San Diego,San Diego CA,California,Econ,sanjiv, erat
UC San Diego,San Diego CA,California,Hum,steven,p,erie
UC San Diego,San Diego CA,California,Med,peter,b,ernst
UC San Diego,San Diego CA,California,Med,sadik,c,esener
UC San Diego,San Diego CA,California,Med,jeffrey,d,esko
UC San Diego,San Diego CA,California,Hum,yen, espiritu
UC San Diego,San Diego CA,California,Med,jose,salgado,evangelista
UC San Diego,San Diego CA,California,Soc,john,hyde,evans
UC San Diego,San Diego CA,California,Med,sean,j,evans
UC San Diego,San Diego CA,California,Bio,sylvia,m,evans
UC San Diego,San Diego CA,California,Med,oluwole, fadare
UC San Diego,San Diego CA,California,Math,yeshaiahu, fainman
UC San Diego,San Diego CA,California,Bio,timothy,j,fairbanks
UC San Diego,San Diego CA,California,Bio,edmund,j,fantino
UC San Diego,San Diego CA,California,Med,neil,j,farber
UC San Diego,San Diego CA,California,Med,nikdokht, farid
UC San Diego,San Diego CA,California,Bio,nabil, fatayerji
UC San Diego,San Diego CA,California,Bio,syed, fehmi
UC San Diego,San Diego CA,California,Bio,ariel,e,feldstein
UC San Diego,San Diego CA,California,Eng-Ind,david, fenning
UC San Diego,San Diego CA,California,Med,byron,douglas,fergerson
UC San Diego,San Diego CA,California,Med,timothy,martin,fernandes
UC San Diego,San Diego CA,California,Math,jeanne, ferrante
UC San Diego,San Diego CA,California,Bio,napoleone, ferrara
UC San Diego,San Diego CA,California,Soc,karen,e,ferree
UC San Diego,San Diego CA,California,Bio,victor,s,ferreira
UC San Diego,San Diego CA,California,Bio,henry,a,ferreyra
UC San Diego,San Diego CA,California,Med,seth,joel,field
UC San Diego,San Diego CA,California,Hum,gary, fields
UC San Diego,San Diego CA,California,Chem,joshua,s,figueroa
UC San Diego,San Diego CA,California,Hist-Ped-Psi,melanie,rae,fiorella
UC San Diego,San Diego CA,California,Med,lavinia, fiorentino
UC San Diego,San Diego CA,California,Med,gary,s,firestein
UC San Diego,San Diego CA,California,Bio,richard,a,firtel
UC San Diego,San Diego CA,California,Hum,david,s,fitzgerald
UC San Diego,San Diego CA,California,Med,robert,lincoln,fitzgerald
UC San Diego,San Diego CA,California,Math,patrick,j,fitzsimmons
UC San Diego,San Diego CA,California,Med,evelyne,a,fliszar
UC San Diego,San Diego CA,California,Phys,michael,m,fogler
UC San Diego,San Diego CA,California,Hum,camille,f,forbes
UC San Diego,San Diego CA,California,Math,joseph,e,ford
UC San Diego,San Diego CA,California,Soc,james,h,fowler
UC San Diego,San Diego CA,California,Phys,marye,anne,fox
UC San Diego,San Diego CA,California,Eng-Ind,massimo, franceschetti
UC San Diego,San Diego CA,California,Med,lawrence,robert,frank
UC San Diego,San Diego CA,California,Soc,ross,h,frank
UC San Diego,San Diego CA,California,Bio,jeffrey,robert,frazer
UC San Diego,San Diego CA,California,Med,kelly,a,frazer
UC San Diego,San Diego CA,California,Bio,william,james,iii,frederick
UC San Diego,San Diego CA,California,Med,william,r,freeman
UC San Diego,San Diego CA,California,Math,yoav,shai,freund
UC San Diego,San Diego CA,California,Med,eduardo,s,fricovsky
UC San Diego,San Diego CA,California,Med,sheila,f,friedlander
UC San Diego,San Diego CA,California,Soc,jonathan,a,friedman
UC San Diego,San Diego CA,California,Med,lawrence,s,friedman
UC San Diego,San Diego CA,California,Bio,theodore, friedmann
UC San Diego,San Diego CA,California,Phys,james,r,friend
UC San Diego,San Diego CA,California,Med,wenxian, fu
UC San Diego,San Diego CA,California,Bio,xiangdong, fu
UC San Diego,San Diego CA,California,Phys,george,michael,fuller
UC San Diego,San Diego CA,California,Eng-Ind,eric, fullerton
UC San Diego,San Diego CA,California,Med,timothy,james,furnish
UC San Diego,San Diego CA,California,Med,pascal, gagneux
UC San Diego,San Diego CA,California,Med,sheila, gahagan
UC San Diego,San Diego CA,California,Soc,thomas,william,gallant
UC San Diego,San Diego CA,California,Bio,richard,l,gallo
UC San Diego,San Diego CA,California,Eng-Ind,michael, galperin
UC San Diego,San Diego CA,California,Econ,simone, galperti
UC San Diego,San Diego CA,California,Math,marc, garellek
UC San Diego,San Diego CA,California,Med,steven,r,garfin
UC San Diego,San Diego CA,California,Math,adriano,m,garsia
UC San Diego,San Diego CA,California,Soc,kelly,allison,gates
UC San Diego,San Diego CA,California,Med,amy,e,geddis
UC San Diego,San Diego CA,California,Med,amilcare, gentili
UC San Diego,San Diego CA,California,Econ,karl,g,gerth
UC San Diego,San Diego CA,California,Med,omar,a,ghausi
UC San Diego,San Diego CA,California,Med,gourisankar, ghosh
UC San Diego,San Diego CA,California,Bio,partho, ghosh
UC San Diego,San Diego CA,California,Bio,pradipta, ghosh
UC San Diego,San Diego CA,California,Phys,nathan,c,gianneschi
UC San Diego,San Diego CA,California,Phys,carl,h,gibson
UC San Diego,San Diego CA,California,Bio,clark,c,gibson
UC San Diego,San Diego CA,California,Geo,sarah,nicole,giddings
UC San Diego,San Diego CA,California,Med,jay,n,giedd
UC San Diego,San Diego CA,California,Math,vikash, gilja
UC San Diego,San Diego CA,California,Hum,philip,e,gill
UC San Diego,San Diego CA,California,Med,todd,p,gilmer
UC San Diego,San Diego CA,California,Chem,michael,k,gilson
UC San Diego,San Diego CA,California,Med,mark,howard,ginsberg
UC San Diego,San Diego CA,California,Med,paul,j,girard
UC San Diego,San Diego CA,California,Hum,amelia, glaser
UC San Diego,San Diego CA,California,Bio,christopher, glass
UC San Diego,San Diego CA,California,Econ,ayelet, gneezy
UC San Diego,San Diego CA,California,Soc,uri, gneezy
UC San Diego,San Diego CA,California,Med,laura,n,godat
UC San Diego,San Diego CA,California,Eng-Ind,joe,d,goddard
UC San Diego,San Diego CA,California,Bio,kamil, godula
UC San Diego,San Diego CA,California,Med,jeffrey,joseph,gold
UC San Diego,San Diego CA,California,Bio,jeffrey,l,goldberg
UC San Diego,San Diego CA,California,Bio,james,william,golden
UC San Diego,San Diego CA,California,Agr,susan,stephens,golden
UC San Diego,San Diego CA,California,Hum,harvey,stern,goldman
UC San Diego,San Diego CA,California,Med,ananda,wind,goldrath
UC San Diego,San Diego CA,California,Hum,paul,s,goldstein
UC San Diego,San Diego CA,California,Med,david,j,golembeski
UC San Diego,San Diego CA,California,Hist-Ped-Psi,tamar,h,gollan
UC San Diego,San Diego CA,California,Med,eugene,m,golts
UC San Diego,San Diego CA,California,Med,steven,l,gonias
UC San Diego,San Diego CA,California,Bio,david,j,gonzalez
UC San Diego,San Diego CA,California,Soc,grant, goodall
UC San Diego,San Diego CA,California,Med,eric,todd,goodman
UC San Diego,San Diego CA,California,Med,michael,r,gorman
UC San Diego,San Diego CA,California,Med,amanda,a,gosman
UC San Diego,San Diego CA,California,Med,michael,e,gottschalk
UC San Diego,San Diego CA,California,Bio,david,a,gough
UC San Diego,San Diego CA,California,Chem,olivia,a,graeve
UC San Diego,San Diego CA,California,Med,nancy,r,graff
UC San Diego,San Diego CA,California,Econ,joshua,stewar,graff zivin
UC San Diego,San Diego CA,California,Math,fan,chung,graham
UC San Diego,San Diego CA,California,Bio,david,b,granet
UC San Diego,San Diego CA,California,Soc,igor, grant
UC San Diego,San Diego CA,California,Med,barry, greenberg
UC San Diego,San Diego CA,California,Hum,jack,m,greenstein
UC San Diego,San Diego CA,California,Med,christina,m,gremel
UC San Diego,San Diego CA,California,Bio,benjamin, grinstein
UC San Diego,San Diego CA,California,Med,william,g,griswold
UC San Diego,San Diego CA,California,Med,ian,r,grover
UC San Diego,San Diego CA,California,Med,eduardo,l,grunvald
UC San Diego,San Diego CA,California,Bio,rick,s,grush
UC San Diego,San Diego CA,California,Bio,kunliang, guan
UC San Diego,San Diego CA,California,Bio,carlos,ariel,guerrero
UC San Diego,San Diego CA,California,Med,kama,zeze,guluma
UC San Diego,San Diego CA,California,Math,rajesh,k,gupta
UC San Diego,San Diego CA,California,Med,samir, gupta
UC San Diego,San Diego CA,California,Bio,vineet, gupta
UC San Diego,San Diego CA,California,Med,asa,b,gustafsson
UC San Diego,San Diego CA,California,Hum,david,g,gutierrez
UC San Diego,San Diego CA,California,Soc,nancy,ann,guy
UC San Diego,San Diego CA,California,Bio,richard, haas
UC San Diego,San Diego CA,California,Bio,lori,beth,haase
UC San Diego,San Diego CA,California,Med,allison,renae,hadley
UC San Diego,San Diego CA,California,Bio,stephan,m,haggard
UC San Diego,San Diego CA,California,Bio,james,small,hagood
UC San Diego,San Diego CA,California,Soc,zoltan,lloyd,hajnal
UC San Diego,San Diego CA,California,Bio,eric, halgren
UC San Diego,San Diego CA,California,Chem,drew,a,hall
UC San Diego,San Diego CA,California,Hum,daniel,c,hallin
UC San Diego,San Diego CA,California,Bio,shelley,l,halpain
UC San Diego,San Diego CA,California,Soc,james,d,hamilton
UC San Diego,San Diego CA,California,Bio,randolph,y,hampton
UC San Diego,San Diego CA,California,Bio,tracy,m,handel
UC San Diego,San Diego CA,California,Soc,joseph,d,hankins
UC San Diego,San Diego CA,California,Econ,karsten,theil,hansen
UC San Diego,San Diego CA,California,Med,lawrence,a,hansen
UC San Diego,San Diego CA,California,Econ,gordon,h,hanson
UC San Diego,San Diego CA,California,Bio,nan, hao
UC San Diego,San Diego CA,California,Hum,michael,o,hardimon
UC San Diego,San Diego CA,California,Hist-Ped-Psi,guershon, harel
UC San Diego,San Diego CA,California,Med,jeffrey,paul,harris
UC San Diego,San Diego CA,California,Hum,valerie,a,hartouni
UC San Diego,San Diego CA,California,Bio,farnaz, hasteh
UC San Diego,San Diego CA,California,Bio,tissa,ryoko,hata
UC San Diego,San Diego CA,California,Soc,john,b,haviland
UC San Diego,San Diego CA,California,Med,weldon,weijinn,haw
UC San Diego,San Diego CA,California,Med,robert,k,heaton
UC San Diego,San Diego CA,California,Math,sanjeet,r,hegde
UC San Diego,San Diego CA,California,Med,christopher,w,heichel
UC San Diego,San Diego CA,California,Bio,michael,j,heller
UC San Diego,San Diego CA,California,Med,thomas,m,hemmen
UC San Diego,San Diego CA,California,Bio,alan,w,hemming
UC San Diego,San Diego CA,California,Eng-Ind,eric,r,hentzen
UC San Diego,San Diego CA,California,Bio,thomas,c,hermann
UC San Diego,San Diego CA,California,Hum,jillian, hernandez
UC San Diego,San Diego CA,California,Med,daniel,william,hershey
UC San Diego,San Diego CA,California,Hum,deborah, hertz
UC San Diego,San Diego CA,California,Med,seth,taylor,herway
UC San Diego,San Diego CA,California,Bio,john,r,hesselink
UC San Diego,San Diego CA,California,Hist-Ped-Psi,ellen,k,heyneman
UC San Diego,San Diego CA,California,Med,steven,d,psyd,hickman
UC San Diego,San Diego CA,California,Phys,charles,byron,hicks
UC San Diego,San Diego CA,California,Med,deanna,lynn kasp,hill
UC San Diego,San Diego CA,California,Med,linda,louise,hill
UC San Diego,San Diego CA,California,Hum,seth,j,hill
UC San Diego,San Diego CA,California,Med,kathryn,papier,hirst
UC San Diego,San Diego CA,California,Med,thomas,scott,hnasko
UC San Diego,San Diego CA,California,Math,william,s,jr,hodgkiss
UC San Diego,San Diego CA,California,Med,carl,k,hoh
UC San Diego,San Diego CA,California,Phys,jeremy,d p,hoisak
UC San Diego,San Diego CA,California,Bio,michael,j,holst
UC San Diego,San Diego CA,California,Agr,david,a,holway
UC San Diego,San Diego CA,California,Phys,david,j,hoopes
UC San Diego,San Diego CA,California,Med,santiago, horgan
UC San Diego,San Diego CA,California,Bio,robert,b,horwitz
UC San Diego,San Diego CA,California,Med,stephen,b,howell
UC San Diego,San Diego CA,California,Med,tungchin, hsieh
UC San Diego,San Diego CA,California,Med,brady,k,huang
UC San Diego,San Diego CA,California,Med,eustratia,michel,hubbard
UC San Diego,San Diego CA,California,Med,andrew,david,huberman
UC San Diego,San Diego CA,California,Bio,alisa, huffaker
UC San Diego,San Diego CA,California,Hum,judith,m,hughes
UC San Diego,San Diego CA,California,Bio,tudor,h,hughes
UC San Diego,San Diego CA,California,Med,andrew,dean,hull
UC San Diego,San Diego CA,California,Med,tom,l,humphries
UC San Diego,San Diego CA,California,Med,christopher,j,hupfeld
UC San Diego,San Diego CA,California,Med,jacob,wade,husseman
UC San Diego,San Diego CA,California,Geo,tara, hutchinson
UC San Diego,San Diego CA,California,Med,terence,t,hwa
UC San Diego,San Diego CA,California,Bio,trey, ideker
UC San Diego,San Diego CA,California,Hum,naomi,hisako,iizuka
UC San Diego,San Diego CA,California,Med,steven,g,imbesi
UC San Diego,San Diego CA,California,Bio,paul,a,insel
UC San Diego,San Diego CA,California,Med,marcos, intaglietta
UC San Diego,San Diego CA,California,Phys,kenneth,a,intriligator
UC San Diego,San Diego CA,California,Math,adrian, ioana
UC San Diego,San Diego CA,California,Math,lilly,c,irani
UC San Diego,San Diego CA,California,Bio,jeffry,seth,isaacson
UC San Diego,San Diego CA,California,Math,elham, izadi
UC San Diego,San Diego CA,California,Med,garth,ross,jacobsen
UC San Diego,San Diego CA,California,Soc,gary,charles,jacobson
UC San Diego,San Diego CA,California,Med,farivar, jahansouz
UC San Diego,San Diego CA,California,Bio,mohit, jain
UC San Diego,San Diego CA,California,Med,sonia, jain
UC San Diego,San Diego CA,California,Med,stuart,w,jamieson
UC San Diego,San Diego CA,California,Med,simerjot,k,jassal
UC San Diego,San Diego CA,California,Phys,tara, javidi
UC San Diego,San Diego CA,California,Hum,stephanie,h,jed
UC San Diego,San Diego CA,California,Med,ian,harold,jenkins
UC San Diego,San Diego CA,California,Med,janis,h,jenkins
UC San Diego,San Diego CA,California,Chem,patricia,a,jennings
UC San Diego,San Diego CA,California,Eng-Ind,henrik,wann,jensen
UC San Diego,San Diego CA,California,Med,dilip,v,jeste
UC San Diego,San Diego CA,California,Math,ranjit, jhala
UC San Diego,San Diego CA,California,Econ,ruixue, jia
UC San Diego,San Diego CA,California,Chem,sungho, jin
UC San Diego,San Diego CA,California,Med,benjamin,f,johnson
UC San Diego,San Diego CA,California,Med,mary,elizabeth,johnson
UC San Diego,San Diego CA,California,Med,michelle,lee,johnson
UC San Diego,San Diego CA,California,Hum,monte,ransome,johnson
UC San Diego,San Diego CA,California,Hum,sara, johnson
UC San Diego,San Diego CA,California,Bio,william,j,joiner
UC San Diego,San Diego CA,California,Med,marilyn,c,jones
UC San Diego,San Diego CA,California,Med,robert,carter,jones
UC San Diego,San Diego CA,California,Bio,simpson, joseph
UC San Diego,San Diego CA,California,Bio,lewis,l,judd
UC San Diego,San Diego CA,California,Med,suckjoon, jun
UC San Diego,San Diego CA,California,Soc,eunyoung, jung
UC San Diego,San Diego CA,California,Bio,andrew,karim,kader
UC San Diego,San Diego CA,California,Med,deborah,m,kado
UC San Diego,San Diego CA,California,Med,james,t,kadonaga
UC San Diego,San Diego CA,California,Eng-Ind,andrew,mitchell,kahn
UC San Diego,San Diego CA,California,Math,andrew,b,kahng
UC San Diego,San Diego CA,California,Soc,dayna,s,kalleres
UC San Diego,San Diego CA,California,Bio,denise, kalmaz
UC San Diego,San Diego CA,California,Phys,christopher,j,kane
UC San Diego,San Diego CA,California,Math,daniel,mertz,kane
UC San Diego,San Diego CA,California,Med,leena,r,kansal
UC San Diego,San Diego CA,California,Phys,boubacar, kante
UC San Diego,San Diego CA,California,Med,george,w,kaplan
UC San Diego,San Diego CA,California,Hum,sara,clarke,kaplan
UC San Diego,San Diego CA,California,Med,navaz,p,karanjia
UC San Diego,San Diego CA,California,Bio,michael, karin
UC San Diego,San Diego CA,California,Math,ryan, kastner
UC San Diego,San Diego CA,California,Med,theodoros,f,md,katsivas
UC San Diego,San Diego CA,California,Bio,alexander,s,kauffman
UC San Diego,San Diego CA,California,Med,arthur,f,kavanaugh
UC San Diego,San Diego CA,California,Agr,walter,h,kaye
UC San Diego,San Diego CA,California,Eng-Ind,brian, keating
UC San Diego,San Diego CA,California,Math,kiran,s,kedlaya
UC San Diego,San Diego CA,California,Geo,ralph,f,keeling
UC San Diego,San Diego CA,California,Soc,andrew,scott,mr,kehler
UC San Diego,San Diego CA,California,Med,thomas,francis,kelly
UC San Diego,San Diego CA,California,Bio,michael,john,kelner
UC San Diego,San Diego CA,California,Bio,john,rice jr,kelsoe
UC San Diego,San Diego CA,California,Phys,todd,aahron,kemp
UC San Diego,San Diego CA,California,Phys,dusan, keres
UC San Diego,San Diego CA,California,Soc,samuel,h,kernell
UC San Diego,San Diego CA,California,Bio,kim,m,kerr
UC San Diego,San Diego CA,California,Hum,grant, kester
UC San Diego,San Diego CA,California,Bio,alexander,arash,khalessi
UC San Diego,San Diego CA,California,Med,bahareh, khatibi
UC San Diego,San Diego CA,California,Hum,roshanak, kheshti
UC San Diego,San Diego CA,California,Bio,don,o,kikkawa
UC San Diego,San Diego CA,California,Eng-Ind,judy,e,kim
UC San Diego,San Diego CA,California,Soc,younghan, kim
UC San Diego,San Diego CA,California,Med,herbert,c,kimmons
UC San Diego,San Diego CA,California,Med,jessica,mary,md,kingston
UC San Diego,San Diego CA,California,Bio,thomas,j,kipps
UC San Diego,San Diego CA,California,Chem,erik,b,kistler
UC San Diego,San Diego CA,California,Soc,rebecca, klatch
UC San Diego,San Diego CA,California,Soc,rachel, klein
UC San Diego,San Diego CA,California,Phys,david, kleinfeld
